cat_name,sub_name,name,slug,size,grade,standard,dimensions,factory,unit,price,source
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۳۰,felezat-rangi-copper-strip-100x30,۱۰۰×۳۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*30 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۴۰,felezat-rangi-copper-strip-100x40,۱۰۰×۴۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*40  شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۵۰,felezat-rangi-copper-strip-100x50,۱۰۰×۵۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*50 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۶۰,felezat-rangi-copper-strip-100x60,۱۰۰×۶۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*60 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۷۰,felezat-rangi-copper-strip-100x70,۱۰۰×۷۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*70 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۸۰,felezat-rangi-copper-strip-100x80,۱۰۰×۸۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*80 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۰۰×۹۰,felezat-rangi-copper-strip-100x90,۱۰۰×۹۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 100*90 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۱۵×۳,felezat-rangi-copper-strip-15x3,۱۵×۳,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 15*3 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۲۵×۵,felezat-rangi-copper-strip-25x5,۲۵×۵,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 25*5 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۳۰×۱۰,felezat-rangi-copper-strip-30x10,۳۰×۱۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 30*10 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۴۰×۱۰,felezat-rangi-copper-strip-40x10,۴۰×۱۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 40*10 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۵۰×۱۰,felezat-rangi-copper-strip-50x10,۵۰×۱۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 50*10 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۵۰×۵,felezat-rangi-copper-strip-50x5,۵۰×۵,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 50*5 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۶۰×۱۰,felezat-rangi-copper-strip-60x10,۶۰×۱۰,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 60*10 شاخه 4 متری بنگاه تهران
فلزات رنگی,تسمه مسی,تسمه مسی ۸۰×۵,felezat-rangi-copper-strip-80x5,۸۰×۵,,شاخه ۴ متری,,,kg,2520000,تسمه مسی 80*5 شاخه 4 متری بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۰.۷ باهنر,felezat-rangi-copper-sheet-0-7-bahnr,۰.۷,,,,باهنر,kg,2481818,ورق مسی 0.7 باهنر 660*2000  شیت  بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۱ باهنر,felezat-rangi-copper-sheet-1-bahnr,۱,,,,باهنر,kg,2481818,ورق مسی 1 باهنر 660*2000  شیت  بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۲ باهنر,felezat-rangi-copper-sheet-2-bahnr,۲,,,,باهنر,kg,2481818,ورق مسی 2 باهنر 660*2000  شيت  بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۳ باهنر,felezat-rangi-copper-sheet-3-bahnr,۳,,,,باهنر,kg,2481818,ورق مسی 3 باهنر 660*2000  شيت  بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۴ باهنر,felezat-rangi-copper-sheet-4-bahnr,۴,,,,باهنر,kg,2481818,ورق مسی 4 باهنر 660*2000  شيت  بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۵ باهنر,felezat-rangi-copper-sheet-5-bahnr,۵,,,,باهنر,kg,2481818,ورق مسی 5 باهنر 660*2000 برش خورده  بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۶ باهنر,felezat-rangi-copper-sheet-6-bahnr,۶,,,,باهنر,kg,2481818,ورق مسی   6   باهنر  660*2000    شیت    بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۷ باهنر,felezat-rangi-copper-sheet-7-bahnr,۷,,,,باهنر,kg,2481818,ورق مسی   7   باهنر  660*2000    شیت    بنگاه تهران
فلزات رنگی,ورق مسی,ورق مسی ۱۰ باهنر,felezat-rangi-copper-sheet-10-bahnr,۱۰,,,,باهنر,kg,2481818,ورق مسی   10   باهنر  660*2000    شیت    بنگاه تهران
